id,subscription_id,event_type,timestamp,data
32,sub_009,ACTION_EXECUTED,2026-09-01T08:33:41+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.427}"
33,sub_009,OUTCOME_RECORDED,2026-09-01T08:33:41+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.427}"
34,sub_010,STOPPING_RULE_FIRED,2026-09-01T08:33:41+00:00,"{""disposition"": ""clear""}"
35,sub_010,DECISION_MADE,2026-09-01T08:33:42+00:00,"{""action"": ""PAYMENT_LINK"", ""timing_days"": 1, ""channel"": ""email"", ""rationale"": ""LLM unavailable. Sending payment link for expired card.""}"
36,sub_010,POLICY_VALIDATED,2026-09-01T08:33:42+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYMENT_LINK""}"
37,sub_010,ACTION_EXECUTED,2026-09-01T08:33:42+00:00,"{""action_taken"": ""PAYMENT_LINK"", ""simulated"": true, ""outcome_probability"": 0.6325}"
38,sub_010,OUTCOME_RECORDED,2026-09-01T08:33:42+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.6325}"
39,sub_011,STOPPING_RULE_FIRED,2026-09-01T08:33:42+00:00,"{""rule"": ""rule_mandate_revoked"", ""disposition"": ""ESCALATED"", ""reason"": ""Mandate revoked with prior attempt -- customer intent signal. Escalating to merchant.""}"
40,sub_012,STOPPING_RULE_FIRED,2026-09-01T08:33:42+00:00,"{""disposition"": ""clear""}"
41,sub_012,DECISION_MADE,2026-09-01T08:33:42+00:00,"{""action"": ""PAYMENT_LINK"", ""timing_days"": 1, ""channel"": ""email"", ""rationale"": ""LLM unavailable. Sending payment link for expired card.""}"
42,sub_012,POLICY_VALIDATED,2026-09-01T08:33:42+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYMENT_LINK""}"
43,sub_012,ACTION_EXECUTED,2026-09-01T08:33:42+00:00,"{""action_taken"": ""PAYMENT_LINK"", ""simulated"": true, ""outcome_probability"": 0.55}"
44,sub_012,OUTCOME_RECORDED,2026-09-01T08:33:42+00:00,"{""outcome"": ""SUCCESS"", ""probability"": 0.55}"
45,sub_013,STOPPING_RULE_FIRED,2026-09-01T08:33:42+00:00,"{""disposition"": ""clear""}"
46,sub_013,DECISION_MADE,2026-09-01T08:33:42+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 2, ""channel"": ""upi"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
47,sub_013,POLICY_VALIDATED,2026-09-01T08:33:42+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYDAY_RETRY""}"
48,sub_013,ACTION_EXECUTED,2026-09-01T08:33:42+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
49,sub_013,OUTCOME_RECORDED,2026-09-01T08:33:42+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
50,sub_014,STOPPING_RULE_FIRED,2026-09-01T08:33:42+00:00,"{""disposition"": ""clear""}"
51,sub_014,DECISION_MADE,2026-09-01T08:33:42+00:00,"{""action"": ""IMMEDIATE_RETRY"", ""timing_days"": 0, ""channel"": ""upi"", ""rationale"": ""LLM unavailable. Defaulting to immediate retry for NETWORK_ERROR.""}"
52,sub_014,POLICY_VALIDATED,2026-09-01T08:33:42+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""IMMEDIATE_RETRY""}"
53,sub_014,ACTION_EXECUTED,2026-09-01T08:33:42+00:00,"{""action_taken"": ""IMMEDIATE_RETRY"", ""simulated"": true, ""outcome_probability"": 0.667}"
54,sub_014,OUTCOME_RECORDED,2026-09-01T08:33:42+00:00,"{""outcome"": ""SUCCESS"", ""probability"": 0.667}"
55,sub_015,STOPPING_RULE_FIRED,2026-09-01T08:33:42+00:00,"{""disposition"": ""clear""}"
56,sub_015,DECISION_MADE,2026-09-01T08:33:42+00:00,"{""action"": ""PAYMENT_LINK"", ""timing_days"": 1, ""channel"": ""email"", ""rationale"": ""LLM unavailable. Sending payment link for expired card.""}"
57,sub_015,POLICY_VALIDATED,2026-09-01T08:33:42+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYMENT_LINK""}"
58,sub_015,ACTION_EXECUTED,2026-09-01T08:33:42+00:00,"{""action_taken"": ""PAYMENT_LINK"", ""simulated"": true, ""outcome_probability"": 0.55}"
59,sub_015,OUTCOME_RECORDED,2026-09-01T08:33:42+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.55}"
60,sub_016,STOPPING_RULE_FIRED,2026-09-01T08:33:42+00:00,"{""disposition"": ""clear""}"
61,sub_016,DECISION_MADE,2026-09-01T08:33:42+00:00,"{""action"": ""PAYMENT_LINK"", ""timing_days"": 1, ""channel"": ""email"", ""rationale"": ""LLM unavailable. Sending payment link for expired card.""}"
62,sub_016,POLICY_VALIDATED,2026-09-01T08:33:42+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYMENT_LINK""}"
63,sub_016,ACTION_EXECUTED,2026-09-01T08:33:42+00:00,"{""action_taken"": ""PAYMENT_LINK"", ""simulated"": true, ""outcome_probability"": 0.55}"
64,sub_016,OUTCOME_RECORDED,2026-09-01T08:33:42+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.55}"
65,sub_017,STOPPING_RULE_FIRED,2026-09-01T08:33:42+00:00,"{""disposition"": ""clear""}"
66,sub_017,DECISION_MADE,2026-09-01T08:33:43+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 6, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
67,sub_017,POLICY_VALIDATED,2026-09-01T08:33:43+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""PAYDAY_RETRY""}"
68,sub_017,ACTION_EXECUTED,2026-09-01T08:33:43+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
69,sub_017,OUTCOME_RECORDED,2026-09-01T08:33:43+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
70,sub_018,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""rule"": ""rule_mandate_revoked"", ""disposition"": ""ESCALATED"", ""reason"": ""Mandate revoked with prior attempt -- customer intent signal. Escalating to merchant.""}"
71,sub_019,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""rule"": ""rule_high_value_first_time"", ""disposition"": ""ESCALATED"", ""reason"": ""High-value amount (Rs.4999) with no established relationship (tier=first_time, tenure=1mo). Escalating to merchant for review.""}"
72,sub_020,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""disposition"": ""clear""}"
73,sub_020,DECISION_MADE,2026-09-01T08:33:43+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 1, ""channel"": ""card"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
74,sub_020,POLICY_VALIDATED,2026-09-01T08:33:43+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYDAY_RETRY""}"
75,sub_020,ACTION_EXECUTED,2026-09-01T08:33:43+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
76,sub_020,OUTCOME_RECORDED,2026-09-01T08:33:43+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
77,sub_021,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""rule"": ""rule_mandate_revoked"", ""disposition"": ""ESCALATED"", ""reason"": ""Mandate revoked with prior attempt -- customer intent signal. Escalating to merchant.""}"
78,sub_022,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""disposition"": ""clear""}"
79,sub_022,DECISION_MADE,2026-09-01T08:33:43+00:00,"{""action"": ""PAYMENT_LINK"", ""timing_days"": 1, ""channel"": ""email"", ""rationale"": ""LLM unavailable. Sending payment link for expired card.""}"
80,sub_022,POLICY_VALIDATED,2026-09-01T08:33:43+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYMENT_LINK""}"
81,sub_022,ACTION_EXECUTED,2026-09-01T08:33:43+00:00,"{""action_taken"": ""PAYMENT_LINK"", ""simulated"": true, ""outcome_probability"": 0.6325}"
82,sub_022,OUTCOME_RECORDED,2026-09-01T08:33:43+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.6325}"
83,sub_023,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""disposition"": ""clear""}"
84,sub_023,DECISION_MADE,2026-09-01T08:33:43+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 0, ""channel"": ""upi"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
85,sub_023,POLICY_VALIDATED,2026-09-01T08:33:43+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYDAY_RETRY""}"
86,sub_023,ACTION_EXECUTED,2026-09-01T08:33:43+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
87,sub_023,OUTCOME_RECORDED,2026-09-01T08:33:43+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
88,sub_024,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""disposition"": ""clear""}"
89,sub_024,DECISION_MADE,2026-09-01T08:33:43+00:00,"{""action"": ""PAYMENT_LINK"", ""timing_days"": 1, ""channel"": ""email"", ""rationale"": ""LLM unavailable. Sending payment link for expired card.""}"
90,sub_024,POLICY_VALIDATED,2026-09-01T08:33:43+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYMENT_LINK""}"
91,sub_024,ACTION_EXECUTED,2026-09-01T08:33:43+00:00,"{""action_taken"": ""PAYMENT_LINK"", ""simulated"": true, ""outcome_probability"": 0.4675}"
92,sub_024,OUTCOME_RECORDED,2026-09-01T08:33:43+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.4675}"
93,sub_025,STOPPING_RULE_FIRED,2026-09-01T08:33:43+00:00,"{""disposition"": ""clear""}"
94,sub_025,DECISION_MADE,2026-09-01T08:33:44+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 3, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
95,sub_025,POLICY_VALIDATED,2026-09-01T08:33:44+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""PAYDAY_RETRY""}"
96,sub_025,ACTION_EXECUTED,2026-09-01T08:33:44+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
97,sub_025,OUTCOME_RECORDED,2026-09-01T08:33:44+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
98,sub_026,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""rule"": ""rule_high_value_first_time"", ""disposition"": ""ESCALATED"", ""reason"": ""High-value amount (Rs.4999) with no established relationship (tier=first_time, tenure=0mo). Escalating to merchant for review.""}"
99,sub_027,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""disposition"": ""clear""}"
100,sub_027,DECISION_MADE,2026-09-01T08:33:44+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 0, ""channel"": ""upi"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
101,sub_027,POLICY_VALIDATED,2026-09-01T08:33:44+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYDAY_RETRY""}"
102,sub_027,ACTION_EXECUTED,2026-09-01T08:33:44+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
103,sub_027,OUTCOME_RECORDED,2026-09-01T08:33:44+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
104,sub_028,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""rule"": ""rule_mandate_revoked"", ""disposition"": ""ESCALATED"", ""reason"": ""Mandate revoked with prior attempt -- customer intent signal. Escalating to merchant.""}"
105,sub_029,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""disposition"": ""clear""}"
106,sub_029,DECISION_MADE,2026-09-01T08:33:44+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 0, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
107,sub_029,POLICY_VALIDATED,2026-09-01T08:33:44+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""PAYDAY_RETRY""}"
108,sub_029,ACTION_EXECUTED,2026-09-01T08:33:44+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.427}"
109,sub_029,OUTCOME_RECORDED,2026-09-01T08:33:44+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.427}"
110,sub_030,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""disposition"": ""clear""}"
111,sub_030,DECISION_MADE,2026-09-01T08:33:44+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 0, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
112,sub_030,POLICY_VALIDATED,2026-09-01T08:33:44+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""PAYDAY_RETRY""}"
113,sub_030,ACTION_EXECUTED,2026-09-01T08:33:44+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
114,sub_030,OUTCOME_RECORDED,2026-09-01T08:33:44+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
115,sub_031,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""disposition"": ""clear""}"
116,sub_031,DECISION_MADE,2026-09-01T08:33:44+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 0, ""channel"": ""card"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
117,sub_031,POLICY_VALIDATED,2026-09-01T08:33:44+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYDAY_RETRY""}"
118,sub_031,ACTION_EXECUTED,2026-09-01T08:33:44+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
119,sub_031,OUTCOME_RECORDED,2026-09-01T08:33:44+00:00,"{""outcome"": ""SUCCESS"", ""probability"": 0.61}"
120,sub_032,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""rule"": ""rule_mandate_revoked"", ""disposition"": ""ESCALATED"", ""reason"": ""Mandate revoked with prior attempt -- customer intent signal. Escalating to merchant.""}"
121,sub_033,STOPPING_RULE_FIRED,2026-09-01T08:33:44+00:00,"{""disposition"": ""clear""}"
122,sub_033,DECISION_MADE,2026-09-01T08:33:44+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 0, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
123,sub_033,POLICY_VALIDATED,2026-09-01T08:33:44+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""PAYDAY_RETRY""}"
124,sub_033,ACTION_EXECUTED,2026-09-01T08:33:45+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.61}"
125,sub_033,OUTCOME_RECORDED,2026-09-01T08:33:45+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.61}"
126,sub_034,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""disposition"": ""clear""}"
127,sub_034,DECISION_MADE,2026-09-01T08:33:45+00:00,"{""action"": ""IMMEDIATE_RETRY"", ""timing_days"": 0, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to immediate retry for UPI_TIMEOUT.""}"
128,sub_034,POLICY_VALIDATED,2026-09-01T08:33:45+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""IMMEDIATE_RETRY""}"
129,sub_034,ACTION_EXECUTED,2026-09-01T08:33:45+00:00,"{""action_taken"": ""IMMEDIATE_RETRY"", ""simulated"": true, ""outcome_probability"": 0.52}"
130,sub_034,OUTCOME_RECORDED,2026-09-01T08:33:45+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.52}"
131,sub_035,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""disposition"": ""clear""}"
132,sub_035,DECISION_MADE,2026-09-01T08:33:45+00:00,"{""action"": ""IMMEDIATE_RETRY"", ""timing_days"": 0, ""channel"": ""card"", ""rationale"": ""LLM unavailable. Defaulting to immediate retry for NETWORK_ERROR.""}"
133,sub_035,POLICY_VALIDATED,2026-09-01T08:33:45+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""IMMEDIATE_RETRY""}"
134,sub_035,ACTION_EXECUTED,2026-09-01T08:33:45+00:00,"{""action_taken"": ""IMMEDIATE_RETRY"", ""simulated"": true, ""outcome_probability"": 0.58}"
135,sub_035,OUTCOME_RECORDED,2026-09-01T08:33:45+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.58}"
136,sub_036,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""disposition"": ""clear""}"
137,sub_036,DECISION_MADE,2026-09-01T08:33:45+00:00,"{""action"": ""IMMEDIATE_RETRY"", ""timing_days"": 0, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to immediate retry for UPI_TIMEOUT.""}"
138,sub_036,POLICY_VALIDATED,2026-09-01T08:33:45+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""IMMEDIATE_RETRY""}"
139,sub_036,ACTION_EXECUTED,2026-09-01T08:33:45+00:00,"{""action_taken"": ""IMMEDIATE_RETRY"", ""simulated"": true, ""outcome_probability"": 0.598}"
140,sub_036,OUTCOME_RECORDED,2026-09-01T08:33:45+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.598}"
141,sub_037,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""disposition"": ""clear""}"
142,sub_037,DECISION_MADE,2026-09-01T08:33:45+00:00,"{""action"": ""IMMEDIATE_RETRY"", ""timing_days"": 0, ""channel"": ""upi"", ""rationale"": ""LLM unavailable. Defaulting to immediate retry for NETWORK_ERROR.""}"
143,sub_037,POLICY_VALIDATED,2026-09-01T08:33:45+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""IMMEDIATE_RETRY""}"
144,sub_037,ACTION_EXECUTED,2026-09-01T08:33:45+00:00,"{""action_taken"": ""IMMEDIATE_RETRY"", ""simulated"": true, ""outcome_probability"": 0.58}"
145,sub_037,OUTCOME_RECORDED,2026-09-01T08:33:45+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.58}"
146,sub_038,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""rule"": ""rule_at_risk_cap"", ""disposition"": ""STOPPED"", ""reason"": ""At-risk tier cap: attempt_count=2 >= 2. Preventing over-contact.""}"
147,sub_039,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""disposition"": ""clear""}"
148,sub_039,DECISION_MADE,2026-09-01T08:33:45+00:00,"{""action"": ""PAYDAY_RETRY"", ""timing_days"": 0, ""channel"": ""upi"", ""rationale"": ""LLM unavailable. Defaulting to payday retry.""}"
149,sub_039,POLICY_VALIDATED,2026-09-01T08:33:45+00:00,"{""policy_approved"": true, ""policy_note"": ""approved"", ""final_action"": ""PAYDAY_RETRY""}"
150,sub_039,ACTION_EXECUTED,2026-09-01T08:33:45+00:00,"{""action_taken"": ""PAYDAY_RETRY"", ""simulated"": true, ""outcome_probability"": 0.5185}"
151,sub_039,OUTCOME_RECORDED,2026-09-01T08:33:45+00:00,"{""outcome"": ""FAILURE"", ""probability"": 0.5185}"
152,sub_040,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""rule"": ""rule_at_risk_cap"", ""disposition"": ""STOPPED"", ""reason"": ""At-risk tier cap: attempt_count=2 >= 2. Preventing over-contact.""}"
153,sub_041,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""rule"": ""rule_mandate_revoked"", ""disposition"": ""ESCALATED"", ""reason"": ""Mandate revoked with prior attempt -- customer intent signal. Escalating to merchant.""}"
154,sub_042,STOPPING_RULE_FIRED,2026-09-01T08:33:45+00:00,"{""disposition"": ""clear""}"
155,sub_042,DECISION_MADE,2026-09-01T08:33:46+00:00,"{""action"": ""IMMEDIATE_RETRY"", ""timing_days"": 0, ""channel"": ""netbanking"", ""rationale"": ""LLM unavailable. Defaulting to immediate retry for UPI_TIMEOUT.""}"
156,sub_042,POLICY_VALIDATED,2026-09-01T08:33:46+00:00,"{""policy_approved"": false, ""policy_note"": ""Channel 'netbanking' not in allowed channels ['upi', 'card', 'sms', 'whatsapp', 'email']. Substituted 'upi'."", ""final_action"": ""IMMEDIATE_RETRY""}"
157,sub_042,ACTION_EXECUTED,2026-09-01T08:33:46+00:00,"{""action_taken"": ""IMMEDIATE_RETRY"", ""simulated"": true, ""outcome_probability"": 0.364}"
158,sub_042,OUTCOME_RECORDED,2026-09-01T08:33:46+00:00,"{""outcome"": ""SUCCESS"", ""probability"": 0.364}"
159,sub_043,STOPPING_RULE_FIRED,2026-09-01T08:33:46+00:00,"{""disposition"": ""clear""}"
